Year,Month,DayOfWeek,Hour,Rocket_ID,Rocket,Payload,Operator,FlightNumberInfo,Orbit,Function,crewed,Success
1992.0,6.0,3.0,16.0,276,Space Shuttle Columbia,"STS-50, Spacelab Long Module 1, EDO Pallet",NASA,,"LEO, LEO (Columbia)","Microgravity, Spacelab USML-1, Cryogenic mission extension pallet",0,1
1992.0,6.0,1.0,16.0,274,Soyuz-U2,Progress M-13,Roskosmos,,LEO (Mir),Logistics,0,1
1992.0,7.0,2.0,20.0,130,Kosmos-3M,Kosmos 2195 (Parus),MO RF,,LEO,Navigation,0,1
1992.0,7.0,3.0,21.0,34,Atlas II/IABS,USA-82 (DSCS IIIB-12),US Air Force,,GEO,Communications,0,1
1992.0,7.0,4.0,14.0,244,Scout G-1,SAMPEX (SMEX-1/Explorer 68),NASA,,LEO,Solar,0,1
1992.0,7.0,1.0,9.0,83,Delta II 7925,USA-83 (GPS IIA-5),US Air Force,,MEO,Navigation,0,1
1992.0,7.0,2.0,9.0,180,Molniya-M/2BL,Kosmos 2196 (Oko),MO RF,,Molniya,Missile defence,0,1
1992.0,7.0,3.0,22.0,16,Ariane 4 44L,"INSAT-2A, Eutelsat 2F4, Eutelsat retired in 2003","ISRO, Eutelsat, Eutelsat retired in 2003",,"GEO, Eutelsat retired in 2003","Communications, Eutelsat retired in 2003",0,1
1992.0,7.0,0.0,17.0,310,Tsyklon-3,"Kosmos 2197 (Strela-3), Kosmos 2198 (Strela-3), Kosmos 2199 (Gonets-D), Kosmos 2200 (Strela-3), Kosmos 2201 (Gonets-D), Kosmos 2202 (Strela-3)","MO RF, Roskosmos",,LEO,Communications,0,1
1992.0,7.0,1.0,22.0,215,Proton-K/DM-2,Gorizont 26,YeSSS,,GEO,Communications,0,1
1992.0,7.0,4.0,14.0,64,Delta II 6925,"GEOTAIL, DUVE, ","ISAS/NASA, NASA/California, Final flight of Delta II 6000-series",Final flight,"High Earth, LEO, Final flight of Delta II 6000-series","Magnetosphere, Ultraviolet astronomy, Final flight of Delta II 6000-series",0,1
1992.0,7.0,4.0,19.0,270,Soyuz-U,Kosmos 2203 (Yantar-4K2),MO RF,,LEO,Reconnaissance,0,1
1992.0,7.0,0.0,6.0,274,Soyuz-U2,"Soyuz TM-15, Crewed orbital flight with three cosmonauts","Roskosmos, Crewed orbital flight with three cosmonauts",,"LEO (Mir), Crewed orbital flight with three cosmonauts","Mir EO-12, Crewed orbital flight with three cosmonauts",1,1
1992.0,7.0,3.0,1.0,215,Proton-K/DM-2,"Kosmos 2204 (GLONASS), Kosmos 2205 (GLONASS), Kosmos 2206 (GLONASS)",VKS,,MEO,Navigation,0,1
1992.0,7.0,3.0,11.0,270,Soyuz-U,Kosmos 2207 (Zenit-8),MO RF,,LEO,Reconnaissance,0,1
1992.0,7.0,4.0,13.0,275,Space Shuttle Atlantis,"STS-46, TSS-1, EURECA, Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57","NASA, ASI, ESA, Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57",,"LEO, LEO (Atlantis), Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57","Satellite deployment, Technology, Microgravity/Solar, Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57",1,0
1992.0,8.0,3.0,19.0,182,Molniya-M/ML,Molniya-1 #84,MOM,,Molniya,Communications,0,1
1992.0,8.0,6.0,8.0,143,Long March 2D,FSW-2 #1,CASC,,LEO,Reconnaissance,0,1
1992.0,8.0,0.0,23.0,15,Ariane 4 42P,"TOPEX/Poseidon, S80/T, KITSAT-1 (OSCAR-23), TOPEX/Poseidon mission ended in October 2005 and was deactivated on 18 January 2006. KITSAT-1 was the first South Korean satellite.","CNES/NASA, CNES, KAIST, TOPEX/Poseidon mission ended in October 2005 and was deactivated on 18 January 2006. KITSAT-1 was the first South Korean satellite.",,"LEO, TOPEX/Poseidon mission ended in October 2005 and was deactivated on 18 January 2006. KITSAT-1 was the first South Korean satellite.","Oceanography, Technology, Communications, TOPEX/Poseidon mission ended in October 2005 and was deactivated on 18 January 2006. KITSAT-1 was the first South Korean satellite.",0,1
1992.0,8.0,2.0,5.0,130,Kosmos-3M,Kosmos 2208 (Strela-2M),MO RF,,LEO,Communications,0,1
1992.0,8.0,3.0,23.0,144,Long March 2E,"Optus B1, Retired and moved to graveyard orbit in May 2008","Optus, Retired and moved to graveyard orbit in May 2008",,"Current: Graveyard Operational: GEO, Retired and moved to graveyard orbit in May 2008","Communications, Retired and moved to graveyard orbit in May 2008",0,1
1992.0,8.0,5.0,22.0,274,Soyuz-U2,Progress M-14,Roskosmos,,LEO (Mir),Logistics,0,1
1992.0,8.0,2.0,10.0,270,Soyuz-U,"Resurs-F #16, Pion-Germes 1, Pion-Germes 2","MO RF, MOM",,LEO,Remote sensing,0,1
1992.0,8.0,5.0,22.0,32,Atlas I,"Galaxy 1R, Upper stage turbopump failed to start, destroyed by range safety","Hughes, Upper stage turbopump failed to start, destroyed by range safety",,"Intended: GEO, Upper stage turbopump failed to start, destroyed by range safety","Communications, Upper stage turbopump failed to start, destroyed by range safety",0,0
1992.0,8.0,0.0,10.0,83,Delta II 7925,Satcom C4,GE Americom,,GEO,Communications,0,1
1992.0,9.0,2.0,8.0,83,Delta II 7925,USA-84 (GPS IIA-6),US Air Force,,MEO,Navigation,0,1
1992.0,9.0,3.0,18.0,215,Proton-K/DM-2,Kosmos 2209 (Prognoz),MO RF,,GEO,Missile defence,0,1
1992.0,9.0,3.0,23.0,17,Ariane 4 44LP,"Hispasat 1A, Satcom C3, Hispasat retired in 2003","Hispasat, GE Americom, Hispasat retired in 2003",,"GEO, Hispasat retired in 2003","Communications, Hispasat retired in 2003",0,1
1992.0,9.0,5.0,14.0,278,Space Shuttle Endeavour,"STS-47, Spacelab Long Module 2, Crewed orbital flight with seven astronauts; 50th mission of the Space Shuttle programme","NASA, NASDA/NASA, Crewed orbital flight with seven astronauts; 50th mission of the Space Shuttle programme",,"LEO, LEO (Endeavour), Crewed orbital flight with seven astronauts; 50th mission of the Space Shuttle programme","Microgravity, Spacelab-J, Crewed orbital flight with seven astronauts; 50th mission of the Space Shuttle programme",1,1
1992.0,9.0,1.0,16.0,270,Soyuz-U,Kosmos 2210 (Yantar-4K2),MO RF,,LEO,Reconnaissance,0,1
1992.0,9.0,4.0,17.0,55,Commercial Titan III/TOS,Mars Observer,NASA,,Intended: Areocentric Achieved: Heliocentric,Mars orbiter,0,0
1992.0,10.0,1.0,6.0,140,Long March 2C,"FSW-1 #4, Freja, Freja mission ended 30 June 1995 and last contact made on 14 October 1996","CASC, SSC, Freja mission ended 30 June 1995 and last contact made on 14 October 1996",,"LEO, Freja mission ended 30 June 1995 and last contact made on 14 October 1996","Reconnaissance, Magnetosphere, Freja mission ended 30 June 1995 and last contact made on 14 October 1996",0,1
1992.0,10.0,3.0,19.0,270,Soyuz-U,Foton-8,Roskosmos,,LEO,Microgravity,0,1
1992.0,10.0,0.0,9.0,83,Delta II 7925,"DFS-3, Retired in February 2003","Bundespost, Retired in February 2003",,"Current: Graveyard Operational: GEO, Retired in February 2003","Communications, Retired in February 2003",0,1
1992.0,10.0,2.0,19.0,182,Molniya-M/ML,Molniya-3 #50L,MOM,,Molniya,Communications,0,1
1992.0,10.0,1.0,12.0,310,Tsyklon-3,"Kosmos 2211 (Strela-3), Kosmos 2212 (Strela-3), Kosmos 2213 (Strela-3), Kosmos 2214 (Strela-3), Kosmos 2215 (Strela-3), Kosmos 2216 (Strela-3)",MO RF,,LEO,Communications,0,1
1992.0,10.0,2.0,10.0,180,Molniya-M/2BL,Kosmos 2217 (Oko),MO RF,,Molniya,Missile defence,0,1
1992.0,10.0,3.0,17.0,276,Space Shuttle Columbia,"STS-52, CANEX-2, LAGEOS-2, Crewed orbital flight with six astronauts","NASA, CSA, ASI, Crewed orbital flight with six astronauts",,"LEO, LEO (Columbia), MEO, Crewed orbital flight with six astronauts","USMP-1, Microgravity, Geodesy, Crewed orbital flight with six astronauts",1,1
1992.0,10.0,1.0,17.0,274,Soyuz-U2,"Progress M-15, Mak-2, Znamya 2, Mak-2 deployed from Mir on 20 November 1992; Znamya deployed from Progress on 4 February 1993","Roskosmos, Mak-2 deployed from Mir on 20 November 1992; Znamya deployed from Progress on 4 February 1993",,"LEO (Mir), LEO, Mak-2 deployed from Mir on 20 November 1992; Znamya deployed from Progress on 4 February 1993","Logistics, Ionosphere, Solar mirror, Mak-2 deployed from Mir on 20 November 1992; Znamya deployed from Progress on 4 February 1993",0,1
1992.0,10.0,2.0,0.0,15,Ariane 4 42P,"Galaxy 7, Major spacecraft malfunction November 2000","Hughes, Major spacecraft malfunction November 2000",,"GEO, Major spacecraft malfunction November 2000","Communications, Major spacecraft malfunction November 2000",0,0
1992.0,10.0,3.0,10.0,130,Kosmos-3M,Kosmos 2218 (Parus),MO RF,,LEO,Navigation,0,1
1992.0,10.0,4.0,14.0,215,Proton-K/DM-2,Ekran-M3,MOM,,GEO,Communications,0,1
1992.0,11.0,6.0,21.0,270,Soyuz-U,Resurs 500,MOM,,LEO,Remote sensing,0,1
1992.0,11.0,1.0,7.0,317,Zenit-2,Kosmos 2219 (Tselina-2),MO RF,,LEO,ELINT,0,1
1992.0,11.0,4.0,15.0,270,Soyuz-U,Kosmos 2220 (Yantar-4K2),MO RF,,LEO,Reconnaissance,0,1
1992.0,11.0,5.0,13.0,244,Scout G-1,MSTI-1,US Air Force/SDIO,,Sun-synchronous,Technology,0,1
1992.0,11.0,6.0,23.0,83,Delta II 7925,USA-85 (GPS IIA-7),US Air Force,,MEO,Navigation,0,1
1992.0,11.0,1.0,4.0,310,Tsyklon-3,Kosmos 2221 (Tselina-D),MO RF,,LEO,ELINT,0,1
1992.0,11.0,2.0,12.0,180,Molniya-M/2BL,Kosmos 2222 (Oko),MO RF,,Molniya,Missile defence,0,1
1992.0,11.0,4.0,13.0,215,Proton-K/DM-2,Gorizont 27,YeSSS,,GEO,Communications,0,1
1992.0,11.0,5.0,21.0,300,Titan IVA (404),USA-86 (KH-12-1),NRO,,Sun-synchronous,Reconnaissance,0,1
1992.0,12.0,1.0,22.0,15,Ariane 4 42P,Superbird A1,SCC,,GEO,Communications,0,1
1992.0,12.0,2.0,1.0,182,Molniya-M/ML,Molniya-3 #56L,MOM,,Molniya,Communications,0,1
1992.0,12.0,2.0,13.0,277,Space Shuttle Discovery,"STS-53, USA-89 (SDS-2-3), ODERACS A, ODERACS B, ODERACS C, ODERACS D, ODERACS E, ODERACS F, Crewed orbital flight with five astronauts; ODERACS deployment cancelled and reflown on STS-60","NASA, NRO, Crewed orbital flight with five astronauts; ODERACS deployment cancelled and reflown on STS-60",,"LEO, Molniya, Crewed orbital flight with five astronauts; ODERACS deployment cancelled and reflown on STS-60","Satellite deployment, Communications, Calibration, Crewed orbital flight with five astronauts; ODERACS deployment cancelled and reflown on STS-60",1,0
1992.0,12.0,2.0,11.0,270,Soyuz-U,Kosmos 2223 (Yantar-4KS1),MO RF,,LEO,Reconnaissance,0,1
1992.0,12.0,3.0,12.0,215,Proton-K/DM-2,Kosmos 2224 (Prognoz),MO RF,,GEO,Missile defence,0,1
1992.0,12.0,4.0,22.0,83,Delta II 7925,USA-87 (GPS IIA-8),US Air Force,,MEO,Navigation,0,1
1992.0,12.0,0.0,11.0,144,Long March 2E,"Optus B2, Payload fairing collapsed during ascent; rocket continued to orbit deploying remains of payload and upper stage into low Earth orbit","Optus, Payload fairing collapsed during ascent; rocket continued to orbit deploying remains of payload and upper stage into low Earth orbit",,"Intended: GEO Achieved: LEO, Payload fairing collapsed during ascent; rocket continued to orbit deploying remains of payload and upper stage into low Earth orbit","Communications, Payload fairing collapsed during ascent; rocket continued to orbit deploying remains of payload and upper stage into low Earth orbit",0,0
1992.0,12.0,1.0,12.0,270,Soyuz-U,Kosmos 2225 (Orlets),MO RF,,LEO,Reconnaissance,0,1
1992.0,12.0,1.0,12.0,310,Tsyklon-3,Kosmos 2226 (Geo-IK),MO RF,,LEO,Geodesy,0,1
1992.0,12.0,4.0,5.0,317,Zenit-2,Kosmos 2227 (Tselina-2),MO RF,,LEO,ELINT,0,1
1992.0,12.0,4.0,20.0,310,Tsyklon-3,Kosmos 2228 (Tselina-D),MO RF,,LEO,ELINT,0,1
1992.0,12.0,1.0,13.0,270,Soyuz-U,Kosmos 2229 (Bion 10),Roskosmos,,LEO,Biological,0,1
1993.0,1.0,1.0,11.0,130,Kosmos-3M,Kosmos 2230 (Tsikada),MO RF,,LEO,Navigation,0,1
1993.0,1.0,2.0,1.0,178,Molniya-M,Molniya-1-85,MOM,,Molniya,Communications,0,1
1993.0,1.0,2.0,13.0,278,Space Shuttle Endeavour,"STS-54, TDRS-6 (TDRS-F), Crewed orbital flight with five astronauts","NASA, Crewed orbital flight with five astronauts",,"LEO, GEO, Crewed orbital flight with five astronauts","Satellite deployment, Communications, Crewed orbital flight with five astronauts",1,1
1993.0,1.0,1.0,14.0,270,Soyuz-U,Kosmos 2231 (Yantar-4K2-66),MOM,,LEO,Reconnaissance,0,1
1993.0,1.0,6.0,5.0,274,Soyuz-U2,"Soyuz TM-16, Crewed orbital flight with two cosmonauts","Roskosmos, Crewed orbital flight with two cosmonauts",,"LEO (Mir), Crewed orbital flight with two cosmonauts","Mir EO-13, Crewed orbital flight with two cosmonauts",1,1
1993.0,1.0,1.0,15.0,178,Molniya-M,Kosmos 2232 (Oko),MOM,,Molniya,Missile defence,0,1
1993.0,2.0,2.0,2.0,59,Delta II (7925),USA-88 (GPS IIA-9),US Air Force,,MEO,Navigation,0,1
1993.0,2.0,1.0,2.0,130,Kosmos-3M,Kosmos 2233 (Parus),MO RF,,LEO,Navigation,0,1
1993.0,2.0,1.0,14.0,193,Pegasus,"Orbcomm CDS-1, SCD-1","Orbcomm, INPE",,LEO,"Communications, Environmental",0,1
1993.0,2.0,2.0,20.0,215,Proton-K/DM-2,"Kosmos 2234 (GLONASS), Kosmos 2235 (GLONASS), Kosmos 2236 (GLONASS)",MOM,,MEO,Navigation,0,1
1993.0,2.0,5.0,2.0,183,Mu-3S-II,ASCA (ASTRO-D),ISAS,,LEO,Astronomy,0,1
1993.0,2.0,6.0,18.0,274,Soyuz-U2,Progress M-16,Roskosmos,,LEO (Mir),Logistics,0,1
1993.0,3.0,3.0,2.0,215,Proton-K/DM-2,Raduga 29,MOM,,GEO,Communications,0,1
1993.0,3.0,3.0,13.0,281,Start-1,EKA,MO RF,,LEO,"Launch vehicle evaluation, mass simulator",0,1
1993.0,3.0,3.0,21.0,32,Atlas I,"UHF-1, Booster engine failure left spacecraft in useless orbit","US Navy, Booster engine failure left spacecraft in useless orbit",,"GEO, Booster engine failure left spacecraft in useless orbit","Communications, Booster engine failure left spacecraft in useless orbit",0,0
1993.0,3.0,4.0,2.0,317,Zenit-2,Kosmos 2237 (Tselina-2),MO RF,,LEO,ELINT,0,1
1993.0,3.0,1.0,3.0,59,Delta II (7925),"USA-90 (GPS IIA-10), Decommissioned on 24 October 2005","US Air Force, Decommissioned on 24 October 2005",,"MEO, Decommissioned on 24 October 2005","Navigation, Decommissioned on 24 October 2005",0,1
1993.0,3.0,1.0,12.0,309,Tsyklon-2,Kosmos 2238 (US-PM),MO RF,,LEO,Reconnaissance,0,1
1993.0,3.0,2.0,3.0,274,Soyuz-U2,Progress M-17,Roskosmos,,LEO (Mir),Logistics,0,1
1993.0,4.0,3.0,18.0,130,Kosmos-3M,Kosmos 2239 (Parus),MO RF,,LEO,Navigation,0,1
1993.0,4.0,4.0,14.0,270,Soyuz-U,Kosmos 2240 (Yantar-4K2),MOM,,LEO,Reconnaissance,0,1
1993.0,4.0,1.0,19.0,178,Molniya-M,Kosmos 2241 (Oko),MOM,,Molniya,Missile defence,0,1
1993.0,4.0,3.0,5.0,277,Space Shuttle Discovery,"STS-56, Spacelab Pallet, SPARTAN-201, Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April","NASA, ESA/NASA, Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April",,"LEO, LEO (Discovery), Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April","Solar astronomy, Spacelab ATLAS-2, Solar, Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April",1,1
1993.0,4.0,4.0,7.0,310,Tsyklon-3,Kosmos 2242 (Tselina),MO RF,,LEO,ELINT,0,1
1993.0,4.0,2.0,0.0,178,Molniya-M,Molniya 3-57L,MOM,,Molniya,Communications,0,1
1993.0,4.0,6.0,13.0,193,Pegasus,"Orbcomm CDS-2 (VSUME), Alexis","Orbcomm, STP",,LEO,"Communications, Technology",0,1
1993.0,4.0,0.0,14.0,276,Space Shuttle Columbia,"STS-55, Spacelab Long Module 1, Crewed orbital flight with seven astronauts","NASA/DLR, Crewed orbital flight with seven astronauts",,"LEO, LEO (Columbia), Crewed orbital flight with seven astronauts","Microgravity, Spacelab D2, Crewed orbital flight with seven astronauts",1,1
1993.0,4.0,1.0,10.0,270,Soyuz-U,"Kosmos 2243 (Yantar-1KFT), Mission aborted after six days","MOM, Mission aborted after six days",,"LEO, Mission aborted after six days","Reconnaissance, Mission aborted after six days",0,0
1993.0,4.0,2.0,3.0,309,Tsyklon-2,Kosmos 2244 (US-PM),MO RF,,LEO,Reconnaissance,0,1
1993.0,5.0,1.0,14.0,310,Tsyklon-3,"Kosmos 2245 (Strela), Kosmos 2246 (Strela), Kosmos 2247 (Strela), Kosmos 2248 (Strela), Kosmos 2249 (Strela), Komsos 2250 (Strela)",MO RF,,LEO,Communications,0,1
1993.0,5.0,2.0,0.0,8,Ariane 4 (42L),"Astra 1C, Arsene (Oscar-24)","SES Astra, RACE (Europe)/AMSAT",,"GEO, MEO",Communications,0,1
1993.0,5.0,3.0,0.0,59,Delta II (7925),"USA-91 (GPS IIA-11), Decommissioned on 20 December 2007","US Air Force, Decommissioned on 20 December 2007",,"MEO, Decommissioned on 20 December 2007","Navigation, Decommissioned on 20 December 2007",0,1
1993.0,5.0,4.0,9.0,270,Soyuz-U,Resurs F-17,MOM,,LEO,Remote sensing,0,1
1993.0,5.0,5.0,6.0,274,Soyuz-U2,Progress M-18,Roskosmos,,LEO (Mir),Logistics,0,1
1993.0,5.0,2.0,3.0,178,Molniya-M,Molniya 1–86,MOM,,Molniya,Communications,0,1
1993.0,5.0,3.0,1.0,215,Proton-K/DM-2,Gorizont 28,RSCC,,Intended: GEO,Communications,0,0
1993.0,6.0,2.0,4.0,130,Kosmos-3M,"Kosmos 2251 (Strela-2M), Collided with Iridium 33 after retirement.","MO RF, Collided with Iridium 33 after retirement.",,"LEO, Collided with Iridium 33 after retirement.","Communications, Collided with Iridium 33 after retirement.",0,1
1993.0,6.0,0.0,13.0,278,Space Shuttle Endeavour,"STS-57, SpaceHab LSM, Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier","NASA, NASA/SpaceHab, Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier",,"LEO, LEO (Endeavour), Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier","Microgravity, Scientific research, Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier",1,1
1993.0,6.0,3.0,4.0,310,Tsyklon-3,"Kosmos 2252 (Strela-3), Kosmos 2253 (Strela-3), Kosmos 2254 (Strela-3), Kosmos 2255 (Strela-3), Kosmos 2256 (Strela-3), Kosmos 2257 (Strela-3)",MO RF,,LEO,Communications,0,1
1993.0,6.0,4.0,0.0,9,Ariane 4 (42P),Galaxy-4H,Hughes,,GEO,Communications,0,1
1993.0,6.0,4.0,8.0,270,Soyuz-U,Resurs F-17,MOM,,LEO,Remote sensing,0,1
1993.0,6.0,4.0,23.0,244,Scout G-1,RADCAL (P92-1),US Air Force/STP,,LEO (Polar),Radar calibration,0,1
1993.0,6.0,5.0,13.0,59,Delta II (7925),"USA-92 (GPS IIA-12), PMG","US Air Force, NASA",,"MEO, LEO","Navigation, Technology",0,1
1993.0,7.0,3.0,14.0,274,Soyuz-U2,"Soyuz TM-17, Crewed orbital fight with three cosmonauts","Roskosmos, Crewed orbital fight with three cosmonauts",,"LEO (Mir), Crewed orbital fight with three cosmonauts","Mir EO-14, Crewed orbital fight with three cosmonauts",1,1
1993.0,7.0,2.0,7.0,309,Tsyklon-2,Kosmos 2258 (US-PM),MO RF,,LEO,Reconnaissance,0,1
1993.0,7.0,2.0,16.0,270,Soyuz-U,Kosmos 2259 (Yantar-4K2),MOM,,LEO,Reconnaissance,0,1
1993.0,7.0,0.0,22.0,34,Atlas II/IABS,USA-93 (DSCS IIIB-9),US Air Force,,GEO,Communications,0,1
1993.0,7.0,3.0,8.0,270,Soyuz-U,Kosmos 2260 (Zenit-8),MOM,,LEO,Reconnaissance,0,1
1993.0,7.0,3.0,22.0,10,Ariane 4 (44L),"Hispasat 1B, INSAT-2B","Hispasat, ISRO",,GEO,Communications,0,1
1993.0,8.0,0.0,19.0,299,Titan IVA (403),"SLDCOM-3, NOSS-2-3A, NOSS-2-3B, NOSS-2-3C, Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.","NRO, US Navy, Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.",,"Intended: LEO, Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.","Communications, ELINT, Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.",1,0
1993.0,8.0,2.0,0.0,178,Molniya-M,Molniya-3 No.58L,MOM,,Molniya,Communications,0,1
1993.0,8.0,0.0,10.0,30,Atlas E,NOAA-13,NOAA,,Sun-synchronous,Weather,0,1
1993.0,8.0,1.0,14.0,178,Molniya-M,Kosmos 2261 (Oko),MOM,,Molniya,Missile defence,0,1
1993.0,8.0,1.0,22.0,270,Soyuz-U,Progress M-19,Roskosmos,,LEO (Mir),Logistics,0,1
1993.0,8.0,1.0,10.0,270,Soyuz-U,Resurs F-19,MOM,,LEO,Remote sensing,0,1
1993.0,8.0,0.0,12.0,59,Delta II (7925),"USA-94 (GPS IIA-13), Decommissioned on 1 May 2013","US Air Force, Decommissioned on 1 May 2013",,"MEO, Decommissioned on 1 May 2013","Navigation, Decommissioned on 1 May 2013",0,1
1993.0,8.0,1.0,4.0,310,Tsyklon-3,"Meteor 2–21, Temisat","Roskosmos, Telespazio",,LEO,"Weather, Technology",0,1
1993.0,9.0,4.0,11.0,32,Atlas I,USA-95 (UHF-2),US Navy,,GEO,Communications,0,1
1993.0,9.0,1.0,13.0,274,Soyuz-U2,Kosmos 2262 (Don),MOM,,LEO,Reconnaissance,0,1
1993.0,9.0,6.0,11.0,277,Space Shuttle Discovery,"STS-51, ORFEUS-SPAS, ACTS, Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004","NASA, NASA/DARA, Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004",,"LEO, LEO (Discovery), GEO, Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004","Satellite deployment, Astronomy, Communications, Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004",1,1
1993.0,9.0,3.0,7.0,317,Zenit-2,Kosmos 2263 (Tselina-2),MO RF,,LEO,ELINT,0,1
1993.0,9.0,4.0,0.0,309,Tsyklon-2,Kosmos 2264 (US-PM),MO RF,,LEO,Reconnaissance,0,1
1993.0,9.0,0.0,5.0,186,PSLV,IRS 1E,ISRO,,Intended: LEO,Remote sensing,0,0
