DateTimeYear,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,FlightNumberInfo,LaunchSite,Success
15 November 23:48-1990,Space Shuttle Atlantis,USA-67 (SDS-2),NRO,GEO,Communications,In orbit,Operational,,,1
15 November 23:48-1990,Space Shuttle Atlantis,Prowler,Crewed orbital flight with 5 astronauts,Crewed orbital flight with 5 astronauts,Satellite inspection Technology,Crewed orbital flight with 5 astronauts,Crewed orbital flight with 5 astronauts,,,0
15 November 23:48-1990,Space Shuttle Atlantis,Crewed orbital flight with 5 astronauts,Crewed orbital flight with 5 astronauts,Crewed orbital flight with 5 astronauts,Crewed orbital flight with 5 astronauts,Crewed orbital flight with 5 astronauts,Crewed orbital flight with 5 astronauts,,,0
16 November 16:30-1990,Soyuz-U,Kosmos 2104 (Zenit-8),nan,LEO,Reconnaissance,4 December,Successful,,,1
20 November 02:33-1990,Molniya-M/2BL,Kosmos 2105 (Oko),nan,Molniya,Early warning,16 January 2008,Successful,,,1
20 November 23:11-1990,Ariane 4 (42P),Satcom C1,GE Americom,GEO,Communications,In orbit,Successful,,,1
20 November 23:11-1990,Ariane 4 (42P),GStar 4,Spacenet,GEO,Communications,In orbit,Successful,,,1
23 November 03:51-1990,Molniya-M/ML,Molniya 1-79,nan,Molniya,Communications,30 August 2005,Successful,,,1
23 November 13:22-1990,Proton-K/DM-2,Gorizont 22,nan,GEO,Communications,In orbit,Operational,,,1
26 November 21:39-1990,Delta II 7925,GPS IIA-1 (USA-66),US Air Force,MEO,Navigation,In orbit,Successful,,,1
28 November 16:33-1990,Tsyklon-3,Kosmos 2106 (Tselina-D),nan,LEO,ELINT,7 April 2000,Successful,,,1
1 December 15:57-1990,Atlas-E/Star-37,USA-68 (DMSP-5D2 F10),US Air Force,Sun-synchronous,Weather satellite,In orbit,Successful,,,1
2 December 06:49-1990,Space Shuttle Columbia,STS-35,NASA,LEO,Astronomy,10 December 23:54,Successful,,,1
2 December 06:49-1990,Space Shuttle Columbia,Crewed orbital flight with 7 astronauts,Crewed orbital flight with 7 astronauts,Crewed orbital flight with 7 astronauts,Crewed orbital flight with 7 astronauts,Crewed orbital flight with 7 astronauts,Crewed orbital flight with 7 astronauts,,,0
2 December 08:13-1990,Soyuz-U2,Soyuz TM-11,Crewed orbital flight with 3 cosmonauts including the first Japanese space traveler.,LEO (Mir),Mir EO-8,26 May 1991 10:04,Successful,,,1
2 December 08:13-1990,Soyuz-U2,Crewed orbital flight with 3 cosmonauts including the first Japanese space traveler.,Crewed orbital flight with 3 cosmonauts including the first Japanese space traveler.,Crewed orbital flight with 3 cosmonauts including the first Japanese space traveler.,Crewed orbital flight with 3 cosmonauts including the first Japanese space traveler.,Crewed orbital flight with 3 cosmonauts including the first Japanese space traveler.,Crewed orbital flight with 3 cosmonauts including the first Japanese space traveler.,,,0
4 December 00:48-1990,Tsyklon-2,Kosmos 2107 (US-P),nan,LEO,Naval Reconnaissance,6 April 1992,Successful,,,1
4 December 18:30-1990,Soyuz-U,Kosmos 2108 (Yantar-4K2),nan,LEO,Reconnaissance,28 January 1991,Successful,,,1
8 December 02:43-1990,Proton-K/DM-2,Kosmos 2109 (GLONASS),nan,MEO,Navigation,In orbit,Operational,,,1
8 December 02:43-1990,Proton-K/DM-2,Kosmos 2110 (GLONASS),nan,MEO,Navigation,In orbit,Operational,,,1
8 December 02:43-1990,Proton-K/DM-2,Kosmos 2111 (GLONASS),nan,MEO,Navigation,In orbit,Operational,,,1
10 December 07:54-1990,Kosmos-3M,Kosmos 2112 (Strela-2M),nan,LEO,Communications,In orbit,Successful,,,1
20 December 11:35-1990,Proton-K/DM-2,Raduga 26,nan,GEO,Communications,In orbit,Operational,,,1
21 December 06:20-1990,Soyuz-U,Kosmos 2113 (Yantar-4KS1),nan,LEO,Reconnaissance,11 June 1991,Successful,,,1
22 December 07:28-1990,Tsyklon-3,Kosmos 2114 (Strela-3),nan,LEO,Communications,In orbit,Operational,,,1
22 December 07:28-1990,Tsyklon-3,Kosmos 2115 (Strela-3),nan,LEO,Communications,In orbit,Operational,,,1
22 December 07:28-1990,Tsyklon-3,Kosmos 2116 (Strela-3),nan,LEO,Communications,In orbit,Operational,,,1
22 December 07:28-1990,Tsyklon-3,Kosmos 2117 (Strela-3),nan,LEO,Communications,In orbit,Operational,,,1
22 December 07:28-1990,Tsyklon-3,Kosmos 2118 (Strela-3),nan,LEO,Communications,In orbit,Operational,,,1
22 December 07:28-1990,Tsyklon-3,Kosmos 2119 (Strela-3),nan,LEO,Communications,In orbit,Operational,,,1
26 December 11:10-1990,Soyuz-U,Kosmos 2120 (Zenit-8),nan,LEO,Reconnaissance,17 January 1991,Successful,,,1
27 December 11:08-1990,Proton-K/DM-2,Raduga-1-2,nan,GEO,Communications,In orbit,Operational,,,1
21 January 15:00-1992,Soyuz-U,Kosmos 2175 (Yantar-4K2),VKS,LEO,Reconnaissance,20 March,Successful,,,1
21 January 15:00-1992,Soyuz-U,First Russian (post Soviet) satellite launch,First Russian (post Soviet) satellite launch,First Russian (post Soviet) satellite launch,First Russian (post Soviet) satellite launch,First Russian (post Soviet) satellite launch,First Russian (post Soviet) satellite launch,,,0
22 January 14:52:33-1992,Space Shuttle Discovery[1],STS-42,NASA,LEO,Microgravity,30 January 16:07:17,Successful,,,1
22 January 14:52:33-1992,Space Shuttle Discovery[1],Spacelab Long Module 2,ESA/NASA,LEO (Discovery),Spacelab IML-1,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,,,0
22 January 14:52:33-1992,Space Shuttle Discovery[1],Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,,,0
24 January 01:18:01-1992,Molniya-M/2BL,Kosmos 2176 (Oko),VKS,Molniya,Missile defence,17 January 2012,Successful,,,1
25 January 07:50:17-1992,Soyuz-U2,Progress M-11,Roskosmos,LEO (Mir),Logistics,13 March,Successful,,,1
29 January 22:19:12-1992,Proton-K/DM-2,Kosmos 2177 (GLONASS),VKS,MEO,Navigation,In orbit,Successful,,,1
29 January 22:19:12-1992,Proton-K/DM-2,Kosmos 2178 (GLONASS),VKS,MEO,Navigation,In orbit,Successful,,,1
29 January 22:19:12-1992,Proton-K/DM-2,Kosmos 2179 (GLONASS),VKS,MEO,Navigation,In orbit,Successful,,,1
5 February-1992,Zenit-2,Tselina-2 #10,MO RF,Intended: LEO,ELINT,5 February,Launch failure,,,0
5 February-1992,Zenit-2,Second stage overheated,Second stage overheated,Second stage overheated,Second stage overheated,Second stage overheated,Second stage overheated,,,0
5 February-1992,Zenit-2,causing malfunction,causing malfunction,causing malfunction,causing malfunction,causing malfunction,causing malfunction,,,0
11 February 00:41:02-1992,Atlas II,USA-78 (DSCS IIIB-14),US Air Force,GEO,Communications,In orbit,Operational,,,1
11 February 01:50-1992,H-I,JERS-1,NASDA,Sun-synchronous,Earth observation,3 December 2001,Successful,Final flight,,1
11 February 01:50-1992,H-I,,Final flight of H-I,Final flight of H-I,Final flight of H-I,Final flight of H-I,Final flight of H-I,Final flight,,0
17 February 22:05:08-1992,Kosmos-3M,Kosmos 2180 (Parus),MO RF,LEO,Navigation,In orbit,Successful,,,1
23 February 22:29-1992,Delta II 7925,USA-79 (GPS IIA-3),US Air Force,MEO,Navigation,In orbit,Operational,,,1
26 February 23:58:10-1992,Ariane 4 44L,Superbird-B1,SCC,GEO,Communications,In orbit,Operational,,,1
26 February 23:58:10-1992,Ariane 4 44L,Arabsat-1C,ARABSAT,Current: Graveyard Operational: GEO,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,Successful,,,1
26 February 23:58:10-1992,Ariane 4 44L,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,Arabsat sold to ISRO in November 1997 and operated until October 2004 as INSAT-2DT,,,0
4 March 04:27-1992,Molniya-M/ML,Molniya-1 #83,MOM,Molniya,Communications,1 July 2007,Successful,,,1
9 March 22:35:59-1992,Kosmos-3M,Kosmos 2181 (Tsikada),MO RF,LEO,Navigation,In orbit,Successful,,,1
14 March 00:00-1992,Atlas I,Galaxy 5,Hughes,GEO,Communications,In orbit,Operational,,,1
17 March 10:54:30-1992,Soyuz-U2,Soyuz TM-14,Roskosmos,LEO (Mir),Mir EO-11,10 August,Successful,,,1
17 March 10:54:30-1992,Soyuz-U2,Crewed orbital flight with three cosmonauts; First crewed Russian (post-Soviet) launch,Crewed orbital flight with three cosmonauts; First crewed Russian (post-Soviet) launch,Crewed orbital flight with three cosmonauts; First crewed Russian (post-Soviet) launch,Crewed orbital flight with three cosmonauts; First crewed Russian (post-Soviet) launch,Crewed orbital flight with three cosmonauts; First crewed Russian (post-Soviet) launch,Crewed orbital flight with three cosmonauts; First crewed Russian (post-Soviet) launch,,,0
24 March 13:13:39-1992,Space Shuttle Atlantis,STS-45,NASA,LEO,Microgravity,2 April,Successful,,,1
24 March 13:13:39-1992,Space Shuttle Atlantis,Spacelab Double Pallet,Crewed orbital flight with seven astronauts including the first Belgian in space,LEO (Atlantis),Spacelab ATLAS-1,Crewed orbital flight with seven astronauts including the first Belgian in space,Crewed orbital flight with seven astronauts including the first Belgian in space,,,0
24 March 13:13:39-1992,Space Shuttle Atlantis,Crewed orbital flight with seven astronauts including the first Belgian in space,Crewed orbital flight with seven astronauts including the first Belgian in space,Crewed orbital flight with seven astronauts including the first Belgian in space,Crewed orbital flight with seven astronauts including the first Belgian in space,Crewed orbital flight with seven astronauts including the first Belgian in space,Crewed orbital flight with seven astronauts including the first Belgian in space,,,0
1 April 14:18-1992,Soyuz-U,Kosmos 2182 (Yantar-4K2),MO RF,LEO,Reconnaissance,30 May,Successful,,,1
2 April 01:50-1992,Proton-K/DM-2,Gorizont 25,YeSSS,GEO,Communications,In orbit,Successful,,,1
8 April 12:20-1992,Soyuz-U,Kosmos 2183 (Yantar-4K2),MO RF,LEO,Reconnaissance,16 February 1993,Successful,,,1
10 April 03:20-1992,Delta II 7925,USA-80 (GPS IIA-4),US Air Force,MEO,Navigation,In orbit,Successful,,,1
15 April 07:17:43-1992,Kosmos-3M,Kosmos 2184 (Parus),MO RF,LEO,Navigation,In orbit,Successful,,,1
15 April 23:25:27-1992,Ariane 4 44L,Inmarsat-2F4,Inmarsat,GEO,Communications,In orbit,Operational,,,1
15 April 23:25:27-1992,Ariane 4 44L,Télécom 2B,France Télécom,GEO,Communications,In orbit,Operational,,,1
19 April 21:29:25-1992,Soyuz-U2,Progress M-12,Roskosmos,LEO (Mir),Logistics,27 June,Successful,,,1
25 April 08:53-1992,Titan 23G,USA-81 (Bernie/Singleton),NRO,LEO (Polar),ELINT,In orbit,Operational,,,1
29 April 09:00-1992,Soyuz-U,Resurs-F #14,MO RF,LEO,Remote sensing,29 May,Successful,,,1
29 April 10:10-1992,Soyuz-U,Kosmos 2185 (Yantar-1KFT),MO RF,LEO,Reconnaissance,11 June,Successful,,,1
7 May 23:40-1992,Space Shuttle Endeavour,STS-49,NASA,LEO,Satellite reboost,16 May,Successful,,,1
14 May 00:40-1992,Delta II 7925-8,Palapa-B4,Telkom,GEO,Communications,In orbit,Successful,,,1
20 May 00:30-1992,ASLV,SROSS-C,ISRO,LEO,Magnetosphere,14 July,Partial failure,,,0
20 May 00:30-1992,ASLV,Placed into incorrect orbit due to fifth stage spin-up failure,Placed into incorrect orbit due to fifth stage spin-up failure,Placed into incorrect orbit due to fifth stage spin-up failure,Placed into incorrect orbit due to fifth stage spin-up failure,Placed into incorrect orbit due to fifth stage spin-up failure,Placed into incorrect orbit due to fifth stage spin-up failure,,,0
28 May 19:09:59-1992,Soyuz-U,Kosmos 2186 (Yantar-4K2),MO RF,LEO,Reconnaissance,24 July,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2187 (Strela-1M),MO RF,LEO,Communications,In orbit,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2188 (Strela-1M),MO RF,LEO,Communications,In orbit,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2189 (Strela-1M),MO RF,LEO,Communications,In orbit,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2190 (Strela-1M),MO RF,LEO,Communications,In orbit,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2191 (Strela 1M),MO RF,LEO,Communications,In orbit,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2192 (Strela-1M),MO RF,LEO,Communications,In orbit,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2193 (Strela-1M),MO RF,LEO,Communications,In orbit,Successful,,,1
3 June 00:50:30-1992,Kosmos-3M,Kosmos 2194 (Strela-1M),MO RF,LEO,Communications,In orbit,Successful,,,1
7 June 16:40-1992,Delta II 6920-10,EUVE,NASA,LEO,Ultraviolet astronomy,31 January 2002,Successful,Final flight,,1
7 June 16:40-1992,Delta II 6920-10,,Final flight of Delta II 6920,Final flight of Delta II 6920,Final flight of Delta II 6920,Final flight of Delta II 6920,Final flight of Delta II 6920,Final flight,,0
10 June 00:00-1992,Atlas IIA,Intelsat K,Intelsat,GEO,Communications,In orbit,Successful,,,1
23 June 08:00-1992,Soyuz-U,Resurs-F #15,MO RF,LEO,Remote sensing,9 July,Successful,,,1
25 June 16:12:22-1992,Space Shuttle Columbia,STS-50,NASA,LEO,Microgravity,9 July,Successful,,,1
25 June 16:12:22-1992,Space Shuttle Columbia,Spacelab Long Module 1,NASA,LEO (Columbia),Spacelab USML-1,9 July,Successful,,,1
25 June 16:12:22-1992,Space Shuttle Columbia,EDO Pallet,NASA,LEO (Columbia),Cryogenic mission extension pallet,9 July,Successful,,,1
30 June 16:43:13-1992,Soyuz-U2,Progress M-13,Roskosmos,LEO (Mir),Logistics,24 July,Successful,,,1
1 July 20:16:22-1992,Kosmos-3M,Kosmos 2195 (Parus),MO RF,LEO,Navigation,In orbit,Successful,,,1
2 July 21:54:01-1992,Atlas II/IABS,USA-82 (DSCS IIIB-12),US Air Force,GEO,Communications,In orbit,Operational,,,1
3 July 14:19-1992,Scout G-1,SAMPEX (SMEX-1/Explorer 68),NASA,LEO,Solar,13 November 2012,Successful,,,1
7 July 09:20:01-1992,Delta II 7925,USA-83 (GPS IIA-5),US Air Force,MEO,Navigation,In orbit,Operational,,,1
8 July 09:53:14-1992,Molniya-M/2BL,Kosmos 2196 (Oko),MO RF,Molniya,Missile defence,In orbit,Successful,,,1
9 July 22:42:19-1992,Ariane 4 44L,INSAT-2A,ISRO,GEO,Communications,In orbit,Successful,,,1
9 July 22:42:19-1992,Ariane 4 44L,Eutelsat 2F4,Eutelsat,Eutelsat retired in 2003,Eutelsat retired in 2003,Eutelsat retired in 2003,Eutelsat retired in 2003,,,0
9 July 22:42:19-1992,Ariane 4 44L,Eutelsat retired in 2003,Eutelsat retired in 2003,Eutelsat retired in 2003,Eutelsat retired in 2003,Eutelsat retired in 2003,Eutelsat retired in 2003,,,0
13 July 17:41:40-1992,Tsyklon-3,Kosmos 2197 (Strela-3),MO RF,LEO,Communications,In orbit,Successful,,,1
13 July 17:41:40-1992,Tsyklon-3,Kosmos 2198 (Strela-3),Roskosmos,LEO,Communications,In orbit,Successful,,,1
13 July 17:41:40-1992,Tsyklon-3,Kosmos 2199 (Gonets-D),Roskosmos,LEO,Communications,In orbit,Successful,,,1
13 July 17:41:40-1992,Tsyklon-3,Kosmos 2200 (Strela-3),Roskosmos,LEO,Communications,In orbit,Successful,,,1
13 July 17:41:40-1992,Tsyklon-3,Kosmos 2201 (Gonets-D),Roskosmos,LEO,Communications,In orbit,Successful,,,1
13 July 17:41:40-1992,Tsyklon-3,Kosmos 2202 (Strela-3),Roskosmos,LEO,Communications,In orbit,Successful,,,1
14 July 22:02-1992,Proton-K/DM-2,Gorizont 26,YeSSS,GEO,Communications,In orbit,Successful,,,1
24 July 14:26-1992,Delta II 6925,GEOTAIL,ISAS/NASA,High Earth,Magnetosphere,In orbit,Successful[2],Final flight,,1
24 July 14:26-1992,Delta II 6925,DUVE,NASA/California,LEO,Ultraviolet astronomy,16 March 2003,Successful,Final flight,,1
24 July 14:26-1992,Delta II 6925,,Final flight of Delta II 6000-series,Final flight of Delta II 6000-series,Final flight of Delta II 6000-series,Final flight of Delta II 6000-series,Final flight of Delta II 6000-series,Final flight,,0
24 July 19:40-1992,Soyuz-U,Kosmos 2203 (Yantar-4K2),MO RF,LEO,Reconnaissance,22 September,Successful,,,1
27 July 06:08:42-1992,Soyuz-U2,Soyuz TM-15,Roskosmos,LEO (Mir),Mir EO-12,1 February 1993,Successful,,,1
27 July 06:08:42-1992,Soyuz-U2,Crewed orbital flight with three cosmonauts,Crewed orbital flight with three cosmonauts,Crewed orbital flight with three cosmonauts,Crewed orbital flight with three cosmonauts,Crewed orbital flight with three cosmonauts,Crewed orbital flight with three cosmonauts,,,0
30 July 01:59:01-1992,Proton-K/DM-2,Kosmos 2204 (GLONASS),VKS,MEO,Navigation,In orbit,Successful,,,1
30 July 01:59:01-1992,Proton-K/DM-2,Kosmos 2205 (GLONASS),VKS,MEO,Navigation,In orbit,Successful,,,1
30 July 01:59:01-1992,Proton-K/DM-2,Kosmos 2206 (GLONASS),VKS,MEO,Navigation,In orbit,Successful,,,1
30 July 11:00-1992,Soyuz-U,Kosmos 2207 (Zenit-8),MO RF,LEO,Reconnaissance,13 August,Successful,,,1
31 July 13:56:48-1992,Space Shuttle Atlantis,STS-46,NASA,LEO,Satellite deployment,8 August,Successful,,,1
31 July 13:56:48-1992,Space Shuttle Atlantis,TSS-1,ASI,LEO (Atlantis),Technology,1 July 1993,Failure,,,0
31 July 13:56:48-1992,Space Shuttle Atlantis,EURECA,ESA,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,Microgravity/Solar,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,,,0
31 July 13:56:48-1992,Space Shuttle Atlantis,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,Crewed orbital flight with seven astronauts including the first Swiss and Italian in space TSS tether jammed during deployment; EURECA returned to Earth by Space Shuttle Endeavour during STS-57,,,0
